X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-122.2962766,47.6248659,0,0,0,,2018/07/04 19:52:25+00,,,,,,,,,,,,,,,,,,,,,
-122.296329,47.6248461,0,0,1,,2018/07/04 20:00:30+00,,,,,,,,,,,,,,,,,,,,,
-122.2963694,47.6248328,0,0,2,,2018/07/04 20:10:33+00,,,,,,,,,,,,,,,,,,,,,
-122.2963756,47.6248002,0,0,3,,2018/07/04 20:12:37+00,,,,,,,,,,,,,,,,,,,,,
-122.2964226,47.624777,0,0,4,,2018/07/04 20:20:41+00,,,,,,,,,,,,,,,,,,,,,
-122.2964784,47.6247757,0,0,5,,2018/07/04 20:30:45+00,,,,,,,,,,,,,,,,,,,,,
-122.2964941,47.6248247,0,0,6,,2018/07/04 20:33:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2963764,47.6248723,0,0,7,,2018/07/04 20:35:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2962503,47.6248631,0,0,8,,2018/07/04 20:37:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2962912,47.6247863,0,0,9,,2018/07/04 20:39:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2959303,47.6251558,0,0,10,,2018/07/04 20:40:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2950665,47.625138,0,0,11,,2018/07/04 20:41:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2945831,47.6251262,0,0,12,,2018/07/04 20:43:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2943975,47.6252754,0,0,13,,2018/07/04 20:45:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2943963,47.6252836,0,0,14,,2018/07/04 20:47:13+00,,,,,,,,,,,,,,,,,,,,,
-122.294394,47.6252827,0,0,15,,2018/07/04 20:50:13+00,,,,,,,,,,,,,,,,,,,,,
-122.2943957,47.6252727,0,0,16,,2018/07/04 20:55:14+00,,,,,,,,,,,,,,,,,,,,,
-122.2943924,47.6252917,0,0,17,,2018/07/04 21:00:16+00,,,,,,,,,,,,,,,,,,,,,
-122.2944039,47.6252887,0,0,18,,2018/07/04 21:10:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2943764,47.6252793,0,0,19,,2018/07/04 21:20:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2944093,47.6252636,0,0,20,,2018/07/04 21:23:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2943862,47.6252906,0,0,21,,2018/07/04 21:25:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2944055,47.6252819,0,0,22,,2018/07/04 21:27:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2944462,47.6253356,0,0,23,,2018/07/04 21:30:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2966085,47.6251462,0,0,24,,2018/07/04 21:32:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2964112,47.6248364,0,0,25,,2018/07/04 21:35:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2963203,47.624789,0,0,26,,2018/07/04 21:37:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2963171,47.6248208,0,0,27,,2018/07/04 21:39:17+00,,,,,,,,,,,,,,,,,,,,,
-122.2963665,47.6248583,0,0,28,,2018/07/04 21:40:17+00,,,,,,,,,,,,,,,,,,,,,
